27,66
26,66
26,66
25,66
25,67
24,67
24,67
23,68
23,68
22,68
22,68
22,69
21,69
21,69
20,70
20,70
20,70
20,71
20,71
21,72
21,72
21,72
22,73
22,73
22,74
23,74
23,75
23,75
24,75
24,76
24,76
25,77
25,77
25,78
25,78
26,78
26,79
26,79
27,80
27,80
27,81
28,81
28,81
28,82
29,82
29,83
29,83
30,84
30,84
30,84
31,85
31,85
32,85
32,86
32,86
33,86
33,87
34,87
34,87
35,88
35,88
35,89
36,89
36,89
37,90
37,90
38,90
38,90
38,91
39,91
39,91
40,91
40,92
41,92
41,92
42,92
42,93
43,93
43,93
44,93
44,94
45,94
45,94
45,93
46,93
46,92
46,92
46,91
46,91
47,91
47,90
47,90
47,89
48,89
48,88
48,88
48,87
49,87
49,86
49,86
50,85
50,85
50,84
50,84
51,83
51,83
51,83
51,82
52,82
52,81
52,81
53,80
53,80
53,79
53,79
53,78
53,78
54,77
54,77
54,76
54,76
54,75
54,75
54,74
55,74
55,73
55,73
55,72
55,72
55,71
55,70
56,70
56,70
57,70
57,71
58,71
58,71
58,71
59,72
59,72
60,72
60,72
61,73
61,73
61,74
62,74
62,74
62,75
63,75
63,76
63,76
64,76
64,77
65,77
65,78
65,78
66,78
66,79
66,79
67,80
67,80
67,81
67,81
67,82
67,82
68,83
68,83
68,84
68,84
68,85
69,85
69,86
69,86
69,87
69,87
69,88
70,88
70,89
71,89
71,89
71,90
72,90
72,90
73,91
73,91
73,91
74,92
74,92
75,92
75,93
76,93
76,93
77,93
77,93
78,92
78,92
79,92
79,92
80,92
80,92
81,92
81,91
82,91
82,91
83,91
83,91
84,91
84,91
85,92
85,92
86,92
86,92
